,id,Fecha,Hora,category,count
265,266,2026-01-15,08:58:18.541,Liviano,5
266,267,2026-01-15,08:58:23.752,Liviano,2
267,268,2026-01-15,08:58:41.508,Liviano,5
268,269,2026-01-15,08:58:46.864,Liviano,1
269,270,2026-01-15,08:59:03.136,Liviano,1
270,271,2026-01-15,09:06:32.583,Liviano,1
271,272,2026-01-15,09:06:37.747,Liviano,1
272,273,2026-01-15,09:06:58.661,Liviano,2
273,274,2026-01-15,09:07:03.758,Liviano,2
274,275,2026-01-15,09:07:09.018,Liviano,1
275,276,2026-01-15,09:07:19.377,Liviano,1
276,277,2026-01-15,09:07:24.564,Liviano,2
277,278,2026-01-15,09:07:29.720,Liviano,2
278,279,2026-01-15,09:08:11.997,Liviano,1
279,280,2026-01-15,09:08:22.372,Liviano,1
280,281,2026-01-15,09:08:27.928,Bus,1
281,282,2026-01-15,09:08:33.164,Bus,1
282,283,2026-01-15,09:08:44.302,Liviano,1
283,284,2026-01-15,09:08:54.599,Liviano,2
284,285,2026-01-15,09:08:59.896,Liviano,3
285,286,2026-01-15,09:09:04.995,Liviano,2
286,287,2026-01-15,09:09:04.995,Bus,1
287,288,2026-01-15,09:09:21.626,Liviano,2
288,289,2026-01-15,09:09:27.168,Liviano,3
289,290,2026-01-15,09:09:27.168,Bus,1
290,291,2026-01-15,09:09:34.769,Liviano,1
291,292,2026-01-15,09:09:47.082,Liviano,1
292,293,2026-01-15,09:09:52.279,Liviano,4
293,294,2026-01-15,09:09:52.279,Camion,1
294,295,2026-01-15,09:09:58.796,Liviano,3
295,296,2026-01-15,09:09:58.796,Camion,1
296,297,2026-01-15,09:10:06.839,Liviano,2
297,298,2026-01-15,09:10:06.839,Camion,1
298,299,2026-01-15,09:10:20.841,Liviano,1
299,300,2026-01-15,09:14:43.809,Liviano,3
300,301,2026-01-15,09:14:43.809,Bus,2
301,302,2026-01-15,09:14:48.981,Bus,1
302,303,2026-01-15,09:14:48.981,Camion,1
303,304,2026-01-15,09:14:54.357,Liviano,1
304,305,2026-01-15,09:14:59.582,Liviano,2
305,306,2026-01-15,09:14:59.582,Camion,1
306,307,2026-01-15,09:50:48.327,Liviano,4
307,308,2026-01-15,09:50:48.327,Bus,1
308,309,2026-01-15,09:50:48.327,Camion,2
309,310,2026-01-15,09:50:53.479,Liviano,3
310,311,2026-01-15,10:45:25.973,Liviano,5
